step,train_loss,eval_loss,lr
8192,2.824975,,8.33006e-06
8193,2.842184,,8.32111e-06
8194,3.200170,,8.31217e-06
8195,3.691833,,8.30323e-06
8196,3.891361,,8.29429e-06
8197,4.249110,,8.28536e-06
8198,3.800972,,8.27644e-06
8199,4.045342,,8.26751e-06
8200,3.411552,,8.2586e-06
8201,3.694276,,8.24968e-06
8202,2.853909,,8.24078e-06
8203,2.626160,,8.23187e-06
8204,1.885481,,8.22297e-06
8205,1.866298,,8.21408e-06
8206,2.841960,,8.20519e-06
8207,2.758919,,8.1963e-06
8208,3.011689,,8.18742e-06
8209,2.922690,,8.17854e-06
8210,3.133685,,8.16967e-06
8211,3.624882,,8.1608e-06
8212,3.675699,,8.15193e-06
8213,3.593513,,8.14307e-06
8214,3.801533,,8.13422e-06
8215,3.901001,,8.12537e-06
8216,2.881144,,8.11652e-06
8217,2.417992,,8.10768e-06
8218,2.138869,,8.09884e-06
8219,2.593688,,8.09001e-06
8220,3.808179,,8.08118e-06
8221,3.516448,,8.07235e-06
8222,3.133047,,8.06353e-06
8223,3.105721,,8.05472e-06
8224,2.745721,,8.0459e-06
8225,2.687866,,8.0371e-06
8226,3.028857,,8.02829e-06
8227,3.221322,,8.0195e-06
8228,2.781017,,8.0107e-06
8229,2.571034,,8.00191e-06
8230,3.137155,,7.99313e-06
8231,3.067902,,7.98435e-06
8232,3.492742,,7.97557e-06
8233,3.371881,,7.9668e-06
8234,3.286323,,7.95803e-06
8235,3.345098,,7.94927e-06
8236,3.833792,,7.94051e-06
8237,3.679918,,7.93175e-06
8238,3.710781,,7.923e-06
8239,3.338792,,7.91426e-06
8240,3.621805,,7.90552e-06
8241,3.470461,,7.89678e-06
8242,3.775368,,7.88805e-06
8243,3.473039,,7.87932e-06
8244,3.733496,,7.8706e-06
8245,3.423785,,7.86188e-06
8246,3.558205,,7.85316e-06
8247,3.572762,,7.84445e-06
8248,3.576240,,7.83575e-06
8249,3.390523,,7.82704e-06
8250,3.512413,3.148607,7.81835e-06
8251,3.066597,,7.80965e-06
8252,3.022404,,7.80097e-06
8253,3.153623,,7.79228e-06
8254,3.389831,,7.7836e-06
8255,3.592417,,7.77493e-06
8256,3.586766,,7.76626e-06
8257,3.397784,,7.75759e-06
8258,3.669783,,7.74893e-06
8259,3.607364,,7.74027e-06
8260,2.532591,,7.73162e-06
8261,2.345840,,7.72297e-06
8262,3.155912,,7.71433e-06
8263,3.287803,,7.70569e-06
8264,2.972505,,7.69705e-06
8265,3.412901,,7.68842e-06
8266,3.504559,,7.6798e-06
8267,2.593041,,7.67118e-06
8268,3.143285,,7.66256e-06
8269,3.101129,,7.65395e-06
8270,3.346576,,7.64534e-06
8271,2.759187,,7.63673e-06
8272,2.996217,,7.62813e-06
8273,2.593990,,7.61954e-06
8274,3.305599,,7.61095e-06
8275,3.609716,,7.60236e-06
8276,3.420718,,7.59378e-06
8277,3.328406,,7.5852e-06
8278,3.129094,,7.57663e-06
8279,3.265141,,7.56806e-06
8280,3.062139,,7.5595e-06
8281,3.231156,,7.55094e-06
8282,3.297230,,7.54239e-06
8283,2.635248,,7.53383e-06
8284,3.409170,,7.52529e-06
8285,3.187588,,7.51675e-06
8286,2.556549,,7.50821e-06
8287,2.936505,,7.49968e-06
8288,3.355608,,7.49115e-06
8289,2.520718,,7.48263e-06
8290,2.453894,,7.47411e-06
8291,3.279193,,7.46559e-06
8292,3.667061,,7.45708e-06
8293,3.107467,,7.44858e-06
8294,2.813668,,7.44007e-06
8295,3.101840,,7.43158e-06
8296,2.470071,,7.42308e-06
8297,2.287835,,7.4146e-06
8298,2.678204,,7.40611e-06
8299,3.303217,,7.39763e-06
8300,3.028731,,7.38916e-06
8301,3.389131,,7.38069e-06
8302,2.759927,,7.37222e-06
8303,2.832870,,7.36376e-06
8304,2.854023,,7.3553e-06
8305,2.291498,,7.34685e-06
8306,2.007833,,7.3384e-06
8307,2.438359,,7.32996e-06
8308,2.468707,,7.32152e-06
8309,2.467344,,7.31309e-06
8310,3.094642,,7.30466e-06
8311,3.262159,,7.29623e-06
8312,3.019973,,7.28781e-06
8313,3.361762,,7.2794e-06
8314,3.389696,,7.27098e-06
8315,2.884256,,7.26258e-06
8316,2.921889,,7.25417e-06
8317,3.159178,,7.24577e-06
8318,2.947974,,7.23738e-06
8319,3.218512,,7.22899e-06
8320,3.042065,,7.22061e-06
8321,3.164618,,7.21223e-06
8322,2.833178,,7.20385e-06
8323,2.166108,,7.19548e-06
8324,2.597076,,7.18711e-06
8325,2.958994,,7.17875e-06
8326,2.654343,,7.17039e-06
8327,2.568405,,7.16204e-06
8328,2.221015,,7.15369e-06
8329,2.801496,,7.14534e-06
8330,2.712500,,7.137e-06
8331,2.934534,,7.12867e-06
8332,2.373243,,7.12034e-06
8333,2.974453,,7.11201e-06
8334,2.768501,,7.10369e-06
8335,3.130090,,7.09537e-06
8336,2.448885,,7.08706e-06
8337,2.872215,,7.07875e-06
8338,2.942934,,7.07044e-06
8339,2.978806,,7.06214e-06
8340,2.871548,,7.05385e-06
8341,2.926493,,7.04556e-06
8342,3.168260,,7.03727e-06
8343,3.326755,,7.02899e-06
8344,3.263510,,7.02071e-06
8345,3.732216,,7.01244e-06
8346,3.395068,,7.00417e-06
8347,2.551798,,6.99591e-06
8348,2.578966,,6.98765e-06
8349,2.713669,,6.97939e-06
8350,2.684883,,6.97114e-06
8351,2.798947,,6.9629e-06
8352,2.765529,,6.95466e-06
8353,3.017557,,6.94642e-06
8354,3.474721,,6.93819e-06
8355,2.848210,,6.92996e-06
8356,3.376871,,6.92174e-06
8357,3.421842,,6.91352e-06
8358,3.180865,,6.90531e-06
8359,3.308670,,6.8971e-06
8360,3.417496,,6.88889e-06
8361,3.319133,,6.88069e-06
8362,3.295739,,6.8725e-06
8363,3.338298,,6.8643e-06
8364,3.242486,,6.85612e-06
8365,3.421819,,6.84794e-06
8366,2.879216,,6.83976e-06
8367,2.971690,,6.83158e-06
8368,3.072953,,6.82342e-06
8369,3.196826,,6.81525e-06
8370,3.536314,,6.80709e-06
8371,3.480285,,6.79894e-06
8372,3.543793,,6.79079e-06
8373,2.794519,,6.78264e-06
8374,2.979214,,6.7745e-06
8375,2.415305,,6.76636e-06
8376,2.564723,,6.75823e-06
8377,3.026075,,6.7501e-06
8378,2.633542,,6.74198e-06
8379,3.263268,,6.73386e-06
8380,2.763512,,6.72574e-06
8381,3.371485,,6.71763e-06
8382,3.128686,,6.70953e-06
8383,2.724555,,6.70143e-06
8384,2.691909,,6.69333e-06
8385,3.668302,,6.68524e-06
8386,3.623004,,6.67715e-06
8387,3.543982,,6.66907e-06
8388,3.132356,,6.66099e-06
8389,3.456964,,6.65292e-06
8390,3.510178,,6.64485e-06
8391,3.485659,,6.63679e-06
8392,3.441784,,6.62873e-06
8393,3.200772,,6.62067e-06
8394,3.643504,,6.61262e-06
8395,3.124508,,6.60458e-06
8396,3.658075,,6.59653e-06
8397,3.175518,,6.5885e-06
8398,3.323852,,6.58046e-06
8399,3.486045,,6.57244e-06
8400,3.260856,,6.56441e-06
8401,3.710672,,6.55639e-06
8402,3.226284,,6.54838e-06
8403,3.598105,,6.54037e-06
8404,3.446581,,6.53237e-06
8405,3.612476,,6.52436e-06
8406,3.565940,,6.51637e-06
8407,3.473309,,6.50838e-06
8408,3.326547,,6.50039e-06
8409,3.543299,,6.49241e-06
8410,3.540938,,6.48443e-06
8411,3.409447,,6.47646e-06
8412,3.382236,,6.46849e-06
8413,3.409257,,6.46052e-06
8414,3.251423,,6.45257e-06
8415,3.398628,,6.44461e-06
8416,3.289779,,6.43666e-06
8417,3.429824,,6.42871e-06
8418,3.392632,,6.42077e-06
8419,2.887480,,6.41284e-06
8420,2.859787,,6.4049e-06
8421,3.248980,,6.39698e-06
8422,2.746477,,6.38905e-06
8423,2.606608,,6.38114e-06
8424,2.241232,,6.37322e-06
8425,2.670301,,6.36531e-06
8426,2.820315,,6.35741e-06
8427,3.167006,,6.34951e-06
8428,2.629743,,6.34161e-06
8429,2.376784,,6.33372e-06
8430,2.341521,,6.32584e-06
8431,2.696264,,6.31795e-06
8432,3.359990,,6.31008e-06
8433,2.623343,,6.3022e-06
8434,2.729238,,6.29434e-06
8435,3.043889,,6.28647e-06
8436,2.827781,,6.27861e-06
8437,2.704881,,6.27076e-06
8438,3.049748,,6.26291e-06
8439,2.719905,,6.25506e-06
8440,2.801164,,6.24722e-06
8441,2.637105,,6.23939e-06
8442,2.789575,,6.23156e-06
8443,2.871457,,6.22373e-06
8444,2.689004,,6.21591e-06
8445,3.103657,,6.20809e-06
8446,2.695994,,6.20028e-06
8447,2.646061,,6.19247e-06
8448,2.692919,,6.18467e-06
8449,2.959623,,6.17687e-06
8450,3.013050,,6.16907e-06
8451,3.685436,,6.16128e-06
8452,3.439037,,6.1535e-06
8453,3.117870,,6.14572e-06
8454,3.260342,,6.13794e-06
8455,3.843791,,6.13017e-06
8456,3.282797,,6.1224e-06
8457,3.630756,,6.11464e-06
8458,3.550077,,6.10688e-06
8459,3.457538,,6.09913e-06
8460,3.239516,,6.09138e-06
8461,2.300912,,6.08364e-06
8462,2.337270,,6.0759e-06
8463,3.733593,,6.06816e-06
8464,3.449101,,6.06043e-06
8465,3.261593,,6.05271e-06
8466,3.682091,,6.04499e-06
8467,2.597126,,6.03727e-06
8468,2.903298,,6.02956e-06
8469,2.768281,,6.02185e-06
8470,2.638554,,6.01415e-06
8471,2.398827,,6.00645e-06
8472,3.162782,,5.99876e-06
8473,2.934151,,5.99107e-06
8474,2.586248,,5.98339e-06
8475,2.602014,,5.97571e-06
8476,3.050137,,5.96803e-06
8477,3.209866,,5.96036e-06
8478,3.184135,,5.9527e-06
8479,2.888004,,5.94503e-06
8480,2.763440,,5.93738e-06
8481,3.361673,,5.92973e-06
8482,3.235341,,5.92208e-06
8483,2.569746,,5.91444e-06
8484,2.720875,,5.9068e-06
8485,3.033636,,5.89917e-06
8486,3.523383,,5.89154e-06
8487,3.073175,,5.88391e-06
8488,2.824726,,5.8763e-06
8489,3.121266,,5.86868e-06
8490,3.386569,,5.86107e-06
8491,3.082000,,5.85347e-06
8492,2.500013,,5.84586e-06
8493,3.223030,,5.83827e-06
8494,2.621166,,5.83068e-06
8495,2.424143,,5.82309e-06
8496,2.882080,,5.81551e-06
8497,2.254083,,5.80793e-06
8498,2.377651,,5.80036e-06
8499,2.499918,,5.79279e-06
8500,2.592613,3.146810,5.78523e-06
8501,2.691739,,5.77767e-06
8502,3.074620,,5.77011e-06
8503,3.232908,,5.76256e-06
8504,2.877856,,5.75502e-06
8505,2.841389,,5.74748e-06
8506,2.826193,,5.73994e-06
8507,2.657073,,5.73241e-06
8508,2.674620,,5.72488e-06
8509,2.608113,,5.71736e-06
8510,2.494311,,5.70984e-06
8511,2.870220,,5.70233e-06
8512,3.894721,,5.69482e-06
8513,3.576766,,5.68732e-06
8514,3.434640,,5.67982e-06
8515,3.219929,,5.67233e-06
8516,3.751805,,5.66484e-06
8517,2.918089,,5.65735e-06
8518,2.593516,,5.64987e-06
8519,3.273786,,5.6424e-06
8520,3.601420,,5.63493e-06
8521,3.118947,,5.62746e-06
8522,3.071635,,5.62e-06
8523,3.231268,,5.61254e-06
8524,3.000835,,5.60509e-06
8525,3.345750,,5.59764e-06
8526,3.571975,,5.5902e-06
8527,2.792994,,5.58276e-06
8528,2.777798,,5.57533e-06
8529,3.015505,,5.5679e-06
8530,2.783677,,5.56048e-06
8531,3.060340,,5.55306e-06
8532,2.764546,,5.54564e-06
8533,2.346330,,5.53823e-06
8534,2.744075,,5.53083e-06
8535,3.006297,,5.52343e-06
8536,2.881537,,5.51603e-06
8537,3.163428,,5.50864e-06
8538,3.466416,,5.50125e-06
8539,3.222762,,5.49387e-06
8540,3.260711,,5.48649e-06
8541,3.273064,,5.47912e-06
8542,3.697581,,5.47175e-06
8543,3.427205,,5.46439e-06
8544,3.474747,,5.45703e-06
8545,3.376664,,5.44967e-06
8546,3.087536,,5.44232e-06
8547,3.739127,,5.43498e-06
8548,4.164732,,5.42764e-06
8549,4.010918,,5.4203e-06
8550,2.277932,,5.41297e-06
8551,3.188993,,5.40565e-06
8552,3.671476,,5.39833e-06
8553,3.765785,,5.39101e-06
8554,3.152664,,5.3837e-06
8555,3.460611,,5.37639e-06
8556,3.411476,,5.36909e-06
8557,2.887262,,5.36179e-06
8558,3.687621,,5.3545e-06
8559,2.222955,,5.34721e-06
8560,2.702354,,5.33992e-06
8561,2.550781,,5.33264e-06
8562,3.112171,,5.32537e-06
8563,2.730097,,5.3181e-06
8564,2.666091,,5.31083e-06
8565,2.990365,,5.30357e-06
8566,3.023093,,5.29632e-06
8567,3.224046,,5.28907e-06
8568,3.040673,,5.28182e-06
8569,3.011226,,5.27458e-06
8570,3.034714,,5.26734e-06
8571,2.939762,,5.26011e-06
8572,2.895164,,5.25288e-06
8573,3.488460,,5.24566e-06
8574,3.018463,,5.23844e-06
8575,3.731794,,5.23123e-06
8576,3.265172,,5.22402e-06
8577,2.820788,,5.21681e-06
8578,3.345238,,5.20961e-06
8579,2.567514,,5.20242e-06
8580,2.465599,,5.19523e-06
8581,3.628468,,5.18804e-06
8582,3.594911,,5.18086e-06
8583,3.147814,,5.17369e-06
8584,2.955214,,5.16651e-06
8585,2.573298,,5.15935e-06
8586,2.787486,,5.15219e-06
8587,2.372032,,5.14503e-06
8588,2.330725,,5.13788e-06
8589,2.697225,,5.13073e-06
8590,2.785454,,5.12359e-06
8591,3.190766,,5.11645e-06
8592,3.599421,,5.10931e-06
8593,3.289204,,5.10218e-06
8594,2.454433,,5.09506e-06
8595,2.577329,,5.08794e-06
8596,2.430678,,5.08083e-06
8597,2.532422,,5.07372e-06
8598,3.113112,,5.06661e-06
8599,2.126522,,5.05951e-06
8600,2.697970,,5.05241e-06
8601,3.013709,,5.04532e-06
8602,3.149248,,5.03824e-06
8603,2.804404,,5.03115e-06
8604,2.738896,,5.02408e-06
8605,2.751401,,5.017e-06
8606,3.036507,,5.00994e-06
8607,2.280537,,5.00287e-06
8608,3.086010,,4.99581e-06
8609,3.051927,,4.98876e-06
8610,2.887187,,4.98171e-06
8611,3.103459,,4.97467e-06
8612,3.678964,,4.96763e-06
8613,2.996080,,4.96059e-06
8614,3.209509,,4.95356e-06
8615,2.698216,,4.94654e-06
8616,2.853178,,4.93952e-06
8617,2.805346,,4.9325e-06
8618,2.768138,,4.92549e-06
8619,2.933577,,4.91849e-06
8620,2.949303,,4.91148e-06
8621,2.573828,,4.90449e-06
8622,2.664846,,4.8975e-06
8623,2.891526,,4.89051e-06
8624,3.098533,,4.88353e-06
8625,2.878104,,4.87655e-06
8626,2.886901,,4.86957e-06
8627,2.592135,,4.86261e-06
8628,2.878857,,4.85564e-06
8629,2.481371,,4.84868e-06
8630,2.678786,,4.84173e-06
8631,2.908207,,4.83478e-06
8632,3.192906,,4.82783e-06
8633,2.813256,,4.82089e-06
8634,2.499338,,4.81396e-06
8635,3.442738,,4.80703e-06
8636,3.061529,,4.8001e-06
8637,3.031931,,4.79318e-06
8638,2.838656,,4.78627e-06
8639,2.824414,,4.77935e-06
8640,2.926710,,4.77245e-06
8641,2.798138,,4.76554e-06
8642,2.508844,,4.75865e-06
8643,2.858058,,4.75175e-06
8644,2.949054,,4.74487e-06
8645,2.902724,,4.73798e-06
8646,2.749958,,4.73111e-06
8647,2.953345,,4.72423e-06
8648,3.045249,,4.71736e-06
8649,3.261548,,4.7105e-06
8650,3.061420,,4.70364e-06
8651,2.941877,,4.69678e-06
8652,1.826644,,4.68994e-06
8653,2.425475,,4.68309e-06
8654,2.844212,,4.67625e-06
8655,2.690917,,4.66941e-06
8656,2.611698,,4.66258e-06
8657,2.550981,,4.65576e-06
8658,3.274534,,4.64894e-06
8659,3.400153,,4.64212e-06
8660,2.782477,,4.63531e-06
8661,2.950376,,4.6285e-06
8662,2.946732,,4.6217e-06
8663,3.591473,,4.6149e-06
8664,3.318111,,4.60811e-06
8665,3.322391,,4.60132e-06
8666,2.232556,,4.59454e-06
8667,3.168110,,4.58776e-06
8668,3.017638,,4.58098e-06
8669,2.656549,,4.57422e-06
8670,2.153425,,4.56745e-06
8671,2.917852,,4.56069e-06
8672,2.331093,,4.55394e-06
8673,2.410414,,4.54719e-06
8674,3.193416,,4.54044e-06
8675,3.487327,,4.5337e-06
8676,3.297701,,4.52697e-06
8677,2.793240,,4.52024e-06
8678,3.089717,,4.51351e-06
8679,3.005714,,4.50679e-06
8680,2.810551,,4.50007e-06
8681,2.909560,,4.49336e-06
8682,2.087536,,4.48665e-06
8683,2.250976,,4.47995e-06
8684,2.618055,,4.47325e-06
8685,2.788633,,4.46656e-06
8686,3.740777,,4.45987e-06
8687,3.288126,,4.45319e-06
8688,3.694722,,4.44651e-06
8689,2.550733,,4.43984e-06
8690,2.590354,,4.43317e-06
8691,2.873505,,4.4265e-06
8692,2.609175,,4.41985e-06
8693,2.699601,,4.41319e-06
8694,3.111314,,4.40654e-06
8695,2.769715,,4.3999e-06
8696,3.120477,,4.39326e-06
8697,2.184509,,4.38662e-06
8698,2.571239,,4.37999e-06
8699,2.481471,,4.37337e-06
8700,2.796622,,4.36674e-06
8701,2.732520,,4.36013e-06
8702,2.973492,,4.35352e-06
8703,2.349139,,4.34691e-06
8704,2.832897,,4.34031e-06
8705,2.872010,,4.33371e-06
8706,2.716469,,4.32712e-06
8707,2.805715,,4.32053e-06
8708,3.085684,,4.31395e-06
8709,2.918989,,4.30737e-06
8710,2.663356,,4.3008e-06
8711,2.752764,,4.29423e-06
8712,2.332729,,4.28767e-06
8713,2.950707,,4.28111e-06
8714,2.662083,,4.27455e-06
8715,2.789871,,4.26801e-06
8716,2.707423,,4.26146e-06
8717,2.757542,,4.25492e-06
8718,2.985366,,4.24839e-06
8719,2.703256,,4.24186e-06
8720,2.461705,,4.23533e-06
8721,2.766298,,4.22881e-06
8722,2.953638,,4.2223e-06
8723,2.632507,,4.21579e-06
8724,2.461556,,4.20928e-06
8725,2.475434,,4.20278e-06
8726,3.004391,,4.19628e-06
8727,2.982616,,4.18979e-06
8728,3.342475,,4.1833e-06
8729,2.680135,,4.17682e-06
8730,2.816921,,4.17035e-06
8731,3.101409,,4.16387e-06
8732,2.789457,,4.15741e-06
8733,2.629892,,4.15094e-06
8734,3.483380,,4.14449e-06
8735,3.432185,,4.13803e-06
8736,3.579495,,4.13158e-06
8737,2.874794,,4.12514e-06
8738,2.667849,,4.1187e-06
8739,2.957238,,4.11227e-06
8740,2.936739,,4.10584e-06
8741,2.729375,,4.09942e-06
8742,2.608098,,4.093e-06
8743,2.982066,,4.08658e-06
8744,2.906570,,4.08017e-06
8745,2.661201,,4.07377e-06
8746,3.569539,,4.06737e-06
8747,2.993925,,4.06097e-06
8748,3.608114,,4.05458e-06
8749,3.257069,,4.0482e-06
8750,2.948457,3.154373,4.04182e-06
8751,3.505569,,4.03544e-06
8752,3.260620,,4.02907e-06
8753,3.653400,,4.0227e-06
8754,3.408440,,4.01634e-06
8755,3.464815,,4.00998e-06
8756,3.563270,,4.00363e-06
8757,3.736579,,3.99729e-06
8758,4.015548,,3.99094e-06
8759,3.302610,,3.98461e-06
8760,3.518535,,3.97827e-06
8761,3.318478,,3.97195e-06
8762,2.740922,,3.96562e-06
8763,2.766680,,3.9593e-06
8764,3.077944,,3.95299e-06
8765,2.627456,,3.94668e-06
8766,2.809375,,3.94038e-06
8767,3.294356,,3.93408e-06
8768,3.195862,,3.92779e-06
8769,3.548351,,3.9215e-06
8770,3.249201,,3.91521e-06
8771,3.487727,,3.90893e-06
8772,3.754489,,3.90266e-06
8773,3.285928,,3.89639e-06
8774,3.048106,,3.89013e-06
8775,2.928805,,3.88387e-06
8776,3.691044,,3.87761e-06
8777,3.189072,,3.87136e-06
8778,2.760378,,3.86511e-06
8779,3.195943,,3.85887e-06
8780,3.174403,,3.85264e-06
8781,3.308800,,3.84641e-06
8782,3.179744,,3.84018e-06
8783,3.252851,,3.83396e-06
8784,3.454216,,3.82774e-06
8785,3.476305,,3.82153e-06
8786,2.869180,,3.81532e-06
8787,3.361559,,3.80912e-06
8788,2.860994,,3.80293e-06
8789,3.135660,,3.79673e-06
8790,2.785930,,3.79055e-06
8791,2.537508,,3.78436e-06
8792,3.059347,,3.77819e-06
8793,2.838305,,3.77201e-06
8794,2.816449,,3.76584e-06
8795,2.143164,,3.75968e-06
8796,3.011485,,3.75352e-06
8797,3.103015,,3.74737e-06
8798,2.623558,,3.74122e-06
8799,3.011713,,3.73508e-06
8800,2.678745,,3.72894e-06
8801,2.808258,,3.7228e-06
8802,3.407507,,3.71668e-06
8803,2.861752,,3.71055e-06
8804,2.931588,,3.70443e-06
8805,2.399311,,3.69832e-06
8806,3.199369,,3.69221e-06
8807,3.422696,,3.6861e-06
8808,2.934134,,3.68e-06
8809,3.118273,,3.67391e-06
8810,2.687798,,3.66782e-06
8811,3.118871,,3.66173e-06
8812,2.665217,,3.65565e-06
8813,2.871154,,3.64957e-06
8814,2.659822,,3.6435e-06
8815,3.339509,,3.63744e-06
8816,3.296588,,3.63138e-06
8817,3.131523,,3.62532e-06
8818,2.952044,,3.61927e-06
8819,3.648944,,3.61322e-06
8820,2.967814,,3.60718e-06
8821,3.575627,,3.60114e-06
8822,2.725943,,3.59511e-06
8823,2.770976,,3.58908e-06
8824,3.029915,,3.58306e-06
8825,2.987541,,3.57705e-06
8826,3.166306,,3.57103e-06
8827,2.881431,,3.56503e-06
8828,3.427756,,3.55902e-06
8829,3.479396,,3.55302e-06
8830,3.358347,,3.54703e-06
8831,3.121796,,3.54104e-06
8832,3.217221,,3.53506e-06
8833,2.982500,,3.52908e-06
8834,2.976996,,3.52311e-06
8835,3.237613,,3.51714e-06
8836,2.966937,,3.51118e-06
8837,3.057559,,3.50522e-06
8838,2.828695,,3.49926e-06
8839,2.968939,,3.49331e-06
8840,2.840636,,3.48737e-06
8841,2.897509,,3.48143e-06
8842,3.053691,,3.4755e-06
8843,3.420803,,3.46957e-06
8844,3.295615,,3.46364e-06
8845,2.843885,,3.45772e-06
8846,3.471116,,3.45181e-06
8847,3.255126,,3.4459e-06
8848,3.252662,,3.43999e-06
8849,3.427508,,3.43409e-06
8850,3.410262,,3.4282e-06
8851,3.303617,,3.4223e-06
8852,3.698834,,3.41642e-06
8853,3.698274,,3.41054e-06
8854,3.575882,,3.40466e-06
8855,3.945801,,3.39879e-06
8856,3.649055,,3.39293e-06
8857,3.392053,,3.38706e-06
8858,4.138874,,3.38121e-06
8859,3.393432,,3.37536e-06
8860,3.764067,,3.36951e-06
8861,3.753737,,3.36367e-06
8862,3.597434,,3.35783e-06
8863,3.399456,,3.352e-06
8864,3.562459,,3.34617e-06
8865,3.268341,,3.34035e-06
8866,3.245190,,3.33453e-06
8867,3.437425,,3.32872e-06
8868,3.396696,,3.32291e-06
8869,3.360049,,3.31711e-06
8870,3.252010,,3.31131e-06
8871,3.191908,,3.30552e-06
8872,3.259883,,3.29973e-06
8873,3.455275,,3.29395e-06
8874,2.913640,,3.28817e-06
8875,2.437345,,3.2824e-06
8876,2.899796,,3.27663e-06
8877,2.710762,,3.27087e-06
8878,3.398564,,3.26511e-06
8879,3.294443,,3.25936e-06
8880,3.381746,,3.25361e-06
8881,3.068339,,3.24786e-06
8882,3.384937,,3.24212e-06
8883,2.808847,,3.23639e-06
8884,3.085079,,3.23066e-06
8885,2.924138,,3.22494e-06
8886,2.951197,,3.21922e-06
8887,2.708442,,3.2135e-06
8888,2.675618,,3.20779e-06
8889,3.089118,,3.20209e-06
8890,2.760823,,3.19639e-06
8891,2.418197,,3.1907e-06
8892,2.710129,,3.18501e-06
8893,2.983417,,3.17932e-06
8894,2.950493,,3.17364e-06
8895,3.116596,,3.16797e-06
8896,2.846068,,3.1623e-06
8897,3.288131,,3.15663e-06
8898,3.189042,,3.15097e-06
8899,3.664288,,3.14532e-06
8900,2.999443,,3.13966e-06
8901,3.039221,,3.13402e-06
8902,3.379956,,3.12838e-06
8903,3.359447,,3.12274e-06
8904,3.537564,,3.11711e-06
8905,3.650868,,3.11149e-06
8906,3.318781,,3.10587e-06
8907,2.895153,,3.10025e-06
8908,3.268582,,3.09464e-06
8909,3.070941,,3.08903e-06
8910,3.067935,,3.08343e-06
8911,3.217468,,3.07783e-06
8912,3.107631,,3.07224e-06
8913,2.693505,,3.06666e-06
8914,2.860225,,3.06108e-06
8915,3.335678,,3.0555e-06
8916,3.562084,,3.04993e-06
8917,3.488588,,3.04436e-06
8918,2.892494,,3.0388e-06
8919,3.127945,,3.03324e-06
8920,3.139857,,3.02769e-06
8921,2.961433,,3.02214e-06
8922,3.595757,,3.0166e-06
8923,2.965459,,3.01106e-06
8924,3.405985,,3.00553e-06
8925,3.408556,,3e-06
8926,2.835845,,2.99448e-06
8927,2.952071,,2.98896e-06
8928,2.975524,,2.98345e-06
8929,3.095369,,2.97794e-06
8930,3.374139,,2.97244e-06
8931,3.057547,,2.96694e-06
8932,3.281751,,2.96145e-06
8933,3.409036,,2.95596e-06
8934,3.587757,,2.95048e-06
8935,3.211343,,2.945e-06
8936,3.482548,,2.93953e-06
8937,3.135442,,2.93406e-06
8938,2.750065,,2.9286e-06
8939,3.224926,,2.92314e-06
8940,3.053503,,2.91768e-06
8941,2.810639,,2.91224e-06
8942,3.078368,,2.90679e-06
8943,2.980170,,2.90135e-06
8944,1.836382,,2.89592e-06
8945,2.526653,,2.89049e-06
8946,3.151759,,2.88507e-06
8947,2.861715,,2.87965e-06
8948,3.374154,,2.87424e-06
8949,3.329586,,2.86883e-06
8950,2.925445,,2.86342e-06
8951,2.846074,,2.85802e-06
8952,3.504027,,2.85263e-06
8953,3.301137,,2.84724e-06
8954,3.226590,,2.84186e-06
8955,2.883373,,2.83648e-06
8956,3.073955,,2.8311e-06
8957,3.058563,,2.82573e-06
8958,3.219291,,2.82037e-06
8959,3.167682,,2.81501e-06
8960,3.280772,,2.80966e-06
8961,3.425831,,2.80431e-06
8962,3.584570,,2.79896e-06
8963,3.213606,,2.79362e-06
8964,3.601950,,2.78829e-06
8965,3.157238,,2.78296e-06
8966,3.192017,,2.77763e-06
8967,2.933912,,2.77231e-06
8968,2.904879,,2.767e-06
8969,2.983320,,2.76169e-06
8970,3.048796,,2.75638e-06
8971,3.314442,,2.75108e-06
8972,3.021196,,2.74579e-06
8973,2.240790,,2.7405e-06
8974,3.014102,,2.73521e-06
8975,3.052984,,2.72993e-06
8976,3.360077,,2.72466e-06
8977,3.691610,,2.71939e-06
8978,3.256530,,2.71412e-06
8979,2.271641,,2.70886e-06
8980,2.731041,,2.70361e-06
8981,1.728180,,2.69836e-06
8982,2.035292,,2.69311e-06
8983,2.383502,,2.68787e-06
8984,2.265990,,2.68263e-06
8985,2.520904,,2.6774e-06
8986,2.606901,,2.67218e-06
8987,2.803681,,2.66696e-06
8988,2.783296,,2.66174e-06
8989,2.218596,,2.65653e-06
8990,2.220445,,2.65133e-06
8991,2.818146,,2.64612e-06
8992,2.526992,,2.64093e-06
8993,2.869037,,2.63574e-06
8994,2.652606,,2.63055e-06
8995,2.403093,,2.62537e-06
8996,2.549266,,2.62019e-06
8997,2.329461,,2.61502e-06
8998,2.724421,,2.60986e-06
8999,2.788888,,2.6047e-06
9000,3.070382,3.171871,2.59954e-06
9001,2.591280,,2.59439e-06
9002,3.030966,,2.58924e-06
9003,3.000609,,2.5841e-06
9004,2.977165,,2.57897e-06
9005,2.538448,,2.57384e-06
9006,2.529927,,2.56871e-06
9007,2.675468,,2.56359e-06
9008,2.562067,,2.55847e-06
9009,2.239731,,2.55336e-06
9010,2.262809,,2.54825e-06
9011,2.400315,,2.54315e-06
9012,2.723880,,2.53806e-06
9013,2.381735,,2.53297e-06
